ticker,cik,name,exchange,10K_files,10Q_files,k_count,q_count,total,GICS Sector,GICS Sub-Industry,Date first added,Founded
LOW,60667,LOWES COMPANIES INC,NYSE,"['0000060667-21-000026', '0000060667-20-000036', '0000060667-19-000042', '0000060667-18-000051', '0000060667-17-000076', '0000060667-16-000276', '0000060667-15-000057', '0000060667-14-000054', '0000060667-13-000045', '0000060667-12-000096', '0000060667-11-000061', '0000060667-10-000059', '0000060667-09-000036', '0000874662-08-000010', '0000874662-08-000008', '0000060667-08-000067', '0000060667-07-000052', '0000060667-06-000079', '0000950133-05-005267', '0000950133-05-005265', '0000950133-05-005266', '0000950133-05-005264', '0000950133-05-005263', '0000060667-05-000099', '0000060667-04-000188', '0000060667-03-000006', '0000901309-02-000194', '0000060667-02-000003', '0000874662-02-000006', '0000874662-01-500004']","['0000060667-21-000149', '0000060667-21-000074', '0000060667-20-000175', '0000060667-20-000138', '0000060667-20-000085', '0000060667-19-000184', '0000060667-19-000138', '0000060667-19-000086', '0000060667-18-000203', '0000060667-18-000157', '0000060667-18-000117', '0000060667-17-000176', '0000060667-17-000130', '0000060667-17-000111', '0000060667-16-000407', '0000060667-16-000363', '0000060667-16-000321', '0000060667-15-000186', '0000060667-15-000134', '0000060667-15-000102', '0000060667-14-000202', '0000060667-14-000148', '0000060667-14-000110', '0000060667-13-000169', '0000060667-13-000121', '0000060667-13-000093', '0000060667-12-000220', '0000060667-12-000176', '0000060667-12-000149', '0000060667-11-000187', '0000060667-11-000161', '0000060667-11-000115', '0000060667-10-000184', '0000060667-10-000159', '0000060667-10-000102', '0000060667-09-000160', '0000060667-09-000096', '0000060667-09-000048', '0000060667-08-000155', '0000060667-08-000135', '0000060667-08-000093', '0000060667-07-000130', '0000060667-07-000106', '0000060667-07-000086', '0000060667-06-000160', '0000060667-06-000139', '0000874662-06-000004', '0000060667-06-000120', '0000060667-05-000272', '0000060667-05-000238', '0000060667-05-000159', '0000060667-04-000321', '0000060667-04-000283', '0000060667-04-000242', '0000060667-03-000209', '0000060667-03-000177', '0000060667-03-000099', '0000060667-02-000018', '0000060667-02-000016', '0000060667-02-000005', '0000060667-01-500024', '0000060667-01-500017', '0000060667-01-500007']",30,63,93,Consumer Discretionary,Home Improvement Retail,2/29/1984,1904
MDT,1613103,Medtronic plc,NYSE,"['0001613103-21-000027', '0001613103-20-000021', '0001613103-19-000028', '0001613103-18-000024', '0001613103-17-000018', '0001613103-16-000093', '0001613103-15-000028']","['0001613103-21-000042', '0001613103-21-000009', '0001613103-20-000051', '0001613103-20-000033', '0001613103-20-000007', '0001613103-19-000056', '0001613103-19-000038', '0001613103-19-000012', '0001613103-18-000044', '0001613103-18-000032', '0001613103-18-000009', '0001613103-17-000047', '0001613103-17-000027', '0001613103-17-000008', '0001613103-16-000123', '0001613103-16-000100', '0001613103-16-000071', '0001613103-15-000053', '0001613103-15-000038', '0001613103-15-000008']",7,20,27,Health Care,Health Care Equipment,10/31/1986,1949
UNP,100885,UNION PACIFIC CORP,NYSE,"['0000100885-21-000068', '0000100885-20-000065', '0000100885-19-000060', '0000100885-18-000048', '0000100885-17-000056', '0000100885-16-000260', '0001193125-12-038569', '0001193125-11-024531', '0001193125-10-023294', '0001193125-09-021370', '0001193125-08-041700', '0001193125-07-038387', '0001193125-06-038383', '0001193125-05-037425', '0001193125-04-025678', '0000950134-03-002918', '0000950134-02-001771', '0000950134-01-002416']","['0000100885-21-000353', '0000100885-21-000250', '0000100885-21-000162', '0000100885-20-000304', '0000100885-20-000221', '0000100885-20-000143', '0000100885-19-000256', '0000100885-19-000196', '0000100885-19-000129', '0000100885-18-000268', '0000100885-18-000184', '0000100885-18-000125', '0000100885-17-000245', '0000100885-17-000173', '0000100885-17-000114', '0000100885-16-000454', '0000100885-16-000400', '0000100885-16-000339', '0000100885-15-000190', '0000100885-15-000143', '0000100885-15-000090', '0001193125-14-380042', '0001193125-14-280047', '0001193125-14-147564', '0001193125-13-402477', '0001193125-13-295099', '0001193125-13-160892', '0001193125-12-427139', '0001193125-12-308749', '0001193125-12-170664', '0001193125-11-277040', '0001193125-11-194677', '0001193125-11-104887', '0001193125-10-234647', '0001193125-10-164978', '0001193125-10-091753', '0001193125-09-212075', '0001193125-09-154939', '0001193125-09-086959', '0001193125-08-215351', '0001193125-08-157334', '0001193125-08-089367', '0001193125-07-224451', '0001193125-07-162908', '0001193125-07-091856', '0001193125-06-220778', '0001193125-06-161893', '0001193125-06-101563', '0001193125-05-216415', '0001193125-05-159072', '0001193125-05-098719', '0001193125-04-189091', '0001193125-04-134035', '0001193125-04-081510', '0000950134-03-015153', '0000950134-03-011750', '0000950134-03-008052', '0000950134-02-014155', '0000950134-02-009180', '0000950134-02-005396', '0000950134-01-508512', '0000950134-01-505423', '0000950134-01-501981', '0000950134-00-009813', '0000950134-00-006934']",18,65,83,Industrials,Railroads,3/4/1957,1862
HON,773840,HONEYWELL INTERNATIONAL INC,Nasdaq,"['0000773840-21-000015', '0000773840-20-000009', '0000930413-19-000366', '0000930413-18-000292', '0000930413-17-000391', '0000930413-16-005457', '0000930413-15-000621', '0000930413-14-000634', '0000930413-13-000907', '0000930413-12-000976', '0000930413-11-000961', '0000930413-10-000784', '0000930413-09-000801', '0000930413-08-001037', '0000930413-07-001369', '0000950117-06-000980', '0000950117-05-000756', '0000950117-04-000868', '0001047469-04-006037', '0001047469-03-009781', '0000950117-03-000910', '0000912057-02-011161', '0000950117-02-000539', '0000912057-01-008394']","['0000773840-21-000065', '0000773840-21-000057', '0000773840-21-000032', '0000773840-20-000048', '0000773840-20-000038', '0000773840-20-000025', '0000773840-19-000026', '0000773840-19-000013', '0001628280-19-004415', '0000930413-18-003111', '0000930413-18-002303', '0000930413-18-001371', '0000930413-17-003588', '0000930413-17-002534', '0000930413-17-001646', '0000930413-16-008530', '0000930413-16-007670', '0000930413-16-006542', '0000930413-15-004011', '0000930413-15-003083', '0000930413-15-001806', '0000930413-14-004352', '0000930413-14-003256', '0000930413-14-001831', '0000930413-13-004995', '0000930413-13-003894', '0000930413-13-002334', '0000930413-12-005805', '0000930413-12-003974', '0000930413-12-002323', '0000930413-11-006765', '0000930413-11-004879', '0000930413-11-002923', '0000930413-10-005192', '0000930413-10-004045', '0000930413-10-002069', '0000930413-09-005315', '0000930413-09-003835', '0000930413-09-002177', '0000930413-08-006051', '0000930413-08-004331', '0000930413-08-002454', '0000930413-07-008062', '0000930413-07-006093', '0000930413-07-003650', '0000950117-06-004273', '0000950117-06-003073', '0000950117-06-001845', '0000950117-05-004116', '0000950117-05-003059', '0000950117-05-001771', '0000950117-04-003812', '0000950117-04-002768', '0000950117-04-001676', '0000048287-03-000076', '0000950117-03-004744', '0000950117-03-003488', '0000048287-03-000040', '0000950117-03-002001', '0000048287-03-000006', '0000950117-02-002685', '0000048287-02-000021', '0000048287-02-000016', '0000950117-02-001776', '0000950117-02-001128', '0000048287-02-000002', '0000950117-01-501617', '0000048287-01-500014', '0000950117-01-500913', '0000048287-01-500011', '0000950117-01-500301', '0000912057-01-514521']",24,72,96,Industrials,Industrial Conglomerates,3/31/1964,1906
SCHW,316709,SCHWAB CHARLES CORP,NYSE,"['0000316709-21-000012', '0000316709-20-000012', '0000316709-19-000008', '0000316709-18-000009', '0000316709-17-000010', '0000316709-16-000067', '0000316709-15-000014', '0000316709-14-000005', '0001193125-13-071646', '0001193125-11-046932', '0001193125-10-040444', '0001193125-09-037420', '0001193125-08-039024', '0001193125-07-039782', '0001193125-06-039674', '0000316709-05-000006', '0000316709-04-000006', '0000316709-03-000009', '0000316709-02-000008']","['0000316709-21-000081', '0000316709-21-000062', '0000316709-21-000029', '0000316709-20-000054', '0000316709-20-000045', '0000316709-20-000021', '0000316709-19-000052', '0000316709-19-000039', '0000316709-19-000017', '0000316709-18-000054', '0000316709-18-000040', '0000316709-18-000024', '0000316709-17-000061', '0000316709-17-000034', '0000316709-17-000020', '0000316709-16-000101', '0000316709-16-000093', '0000316709-16-000078', '0000316709-15-000056', '0000316709-15-000043', '0000316709-15-000023', '0000316709-14-000039', '0000316709-14-000024', '0000316709-14-000012', '0000316709-13-000020', '0000316709-13-000013', '0001193125-13-203772', '0001193125-12-337436', '0001193125-12-214602', '0001193125-11-299704', '0001193125-11-211971', '0001193125-11-130249', '0001193125-10-252000', '0001193125-10-178096', '0001193125-10-112442', '0001193125-09-224395', '0001193125-09-167020', '0001193125-09-103594', '0001193125-08-227611', '0001193125-08-169989', '0001193125-08-107521', '0001193125-07-238225', '0001193125-07-173544', '0001193125-07-105767', '0001193125-06-224755', '0001193125-06-162167', '0001193125-06-101677', '0000316709-05-000040', '0000316709-05-000027', '0000316709-05-000015', '0000316709-04-000037', '0000316709-04-000025', '0000316709-04-000016', '0000316709-03-000032', '0000316709-03-000025', '0000316709-03-000017', '0000316709-02-000042', '0000316709-02-000029', '0000316709-02-000019', '0000316709-01-500032', '0000316709-01-500019', '0000316709-01-500011']",19,62,81,Financials,Investment Banking & Brokerage,6/2/1997,1971
PM,1413329,Philip Morris International Inc.,NYSE,"['0000070858-21-000023', '0001562762-21-000058', '0001193125-21-052547', '0001437749-21-003766', '0000899689-21-000009', '0001413329-21-000007', '0001437749-20-003500', '0001193125-20-043622', '0000070858-20-000011', '0000899689-20-000007', '0001413329-20-000007', '0000070858-19-000012', '0001193125-19-047201', '0001437749-19-002746', '0000899689-19-000010', '0001413329-19-000007', '0001437749-18-003230', '0001193125-18-053893', '0000070858-18-000009', '0001413329-18-000007', '0000899689-18-000009', '0001437749-17-003269', '0000070858-17-000013', '0001193125-17-053947', '0001413329-17-000014', '0000899689-17-000004', '0001437749-16-026173', '0001193125-16-478568', '0000070858-16-000137', '0001413329-16-000076']","['0001437749-21-025490', '0001193125-21-317037', '0000019617-21-000458', '0000899689-21-000052', '0001393311-21-000016', '0000070858-21-000107', '0001413329-21-000091', '0001193125-21-234982', '0001562762-21-000287', '0000899689-21-000040', '0001437749-21-017996', '0000070858-21-000084', '0001413329-21-000058', '0001193125-21-150169', '0000899689-21-000029', '0001437749-21-010421', '0000070858-21-000063', '0001562762-21-000166', '0001413329-21-000025', '0001437749-20-022728', '0001193125-20-286983', '0001562762-20-000379', '0000899689-20-000049', '0000070858-20-000071', '0001413329-20-000062', '0001437749-20-017012', '0001193125-20-211979', '0000899689-20-000039', '0000070858-20-000040', '0001413329-20-000053', '0001437749-20-010088', '0001193125-20-136359', '0000899689-20-000025', '0000070858-20-000023', '0001413329-20-000032', '0001193125-19-287486', '0000070858-19-000057', '0000899689-19-000072', '0001437749-19-020639', '0001413329-19-000071', '0001193125-19-210903', '0000070858-19-000042', '0000899689-19-000054', '0001437749-19-014720', '0001413329-19-000055', '0001193125-19-142913', '0001437749-19-008640', '0000899689-19-000032', '0000070858-19-000026', '0001413329-19-000034', '0001193125-18-316582', '0000070858-18-000042', '0000899689-18-000067', '0001437749-18-018863', '0001413329-18-000053', '0001193125-18-236628', '0000070858-18-000030', '0000899689-18-000049', '0001437749-18-013867', '0001413329-18-000039', '0001193125-18-150855', '0000899689-18-000030', '0000070858-18-000020', '0001437749-18-007904', '0001413329-18-000023', '0001193125-17-332564', '0000899689-17-000057', '0000070858-17-000046', '0001437749-17-017736', '0001413329-17-000054', '0001193125-17-248499', '0000070858-17-000037', '0000899689-17-000030', '0001437749-17-013272', '0001413329-17-000043', '0001193125-17-160671', '0000070858-17-000025', '0000899689-17-000018', '0001437749-17-007424', '0001413329-17-000023', '0001193125-16-759887', '0000070858-16-000222', '0000899689-16-000079', '0001437749-16-040513', '0001413329-16-000105', '0001193125-16-673126', '0000070858-16-000200', '0000899689-16-000068', '0001437749-16-035953', '0001413329-16-000096', '0001193125-16-581459', '0000070858-16-000166', '0000899689-16-000054', '0001437749-16-030329', '0001413329-16-000082', '0001437749-15-019848', '0001193125-15-366273', '0000899689-15-000037', '0001413329-15-000058', '0000070858-15-000103']",30,100,130,Consumer Staples,Tobacco,3/31/2008,2008
TMUS,1283699,"T-Mobile US, Inc.",Nasdaq,"['0001283699-21-000039', '0001283699-20-000026', '0001283699-19-000015', '0001283699-18-000011', '0001283699-17-000010', '0001283699-16-000073', '0001283699-15-000010', '0001283699-14-000012', '0001283699-13-000031', '0001445305-12-000521', '0001193125-11-051403', '0001193125-10-044780', '0000950134-09-004227', '0000950134-08-003844', '0000950134-07-007079', '0001193125-06-109756']","['0001283699-21-000169', '0001283699-21-000150', '0001283699-21-000088', '0001283699-20-000193', '0001283699-20-000165', '0001283699-20-000106', '0001283699-19-000119', '0001283699-19-000109', '0001283699-19-000077', '0001283699-18-000060', '0001283699-18-000045', '0001283699-18-000026', '0001283699-17-000043', '0001283699-17-000032', '0001283699-17-000022', '0001283699-16-000115', '0001283699-16-000100', '0001283699-16-000083', '0001283699-15-000055', '0001283699-15-000038', '0001283699-15-000018', '0001283699-14-000053', '0001283699-14-000035', '0001283699-14-000022', '0001283699-13-000115', '0001283699-13-000088', '0001283699-12-000047', '0001283699-12-000008', '0001445305-12-001188', '0001445305-11-003134', '0001445305-11-002317', '0001193125-11-130186', '0001193125-10-248907', '0001193125-10-182910', '0001193125-10-114607', '0001193125-09-227376', '0001193125-09-168984', '0001193125-09-106730', '0000950134-08-020000', '0000950134-08-014736', '0000950134-08-009044', '0000950134-07-023949', '0000950134-07-017840', '0000950134-07-011619', '0000950134-07-007791', '0000950134-07-007790']",16,46,62,Communication Services,Wireless Telecommunication Services,7/15/2019,1994
BLK,1364742,BlackRock Inc.,NYSE,"['0001564590-21-008796', '0001564590-20-007807', '0001564590-19-005479', '0001564590-18-003744', '0001564590-17-002816', '0001564590-16-013511', '0001193125-15-069955', '0001193125-14-076587', '0001193125-13-084957', '0001193125-12-085869', '0001193125-11-050218', '0001193125-10-052764', '0001193125-09-041298', '0001193125-08-041884', '0001193125-07-053304']","['0001564590-21-054838', '0001564590-21-041406', '0001564590-21-024726', '0001564590-20-051202', '0001564590-20-038433', '0001564590-20-023352', '0001564590-19-042157', '0001564590-19-030654', '0001564590-19-017793', '0001564590-18-028881', '0001564590-18-020313', '0001564590-18-012320', '0001564590-17-022570', '0001564590-17-016394', '0001564590-17-009686', '0001564590-16-028171', '0001564590-16-023209', '0001564590-16-018688', '0001564590-15-009883', '0001193125-15-283171', '0001193125-15-179094', '0001193125-14-403120', '0001193125-14-302181', '0001193125-14-192207', '0001193125-13-434891', '0001193125-13-326890', '0001193125-13-210506', '0001193125-12-460708', '0001193125-12-343728', '0001193125-12-221839', '0001193125-11-214280', '0001193125-11-132329', '0001193125-10-250991', '0001193125-10-181206', '0001193125-10-114324', '0001193125-09-227485', '0001193125-09-168969', '0001193125-09-105532', '0001193125-08-230033', '0001193125-08-171608', '0001193125-08-109678', '0001193125-07-240559', '0001193125-07-178419', '0001193125-07-110090', '0001193125-06-234738']",15,45,60,Financials,Asset Management & Custody Banks,4/4/2011,1988
AXP,4962,AMERICAN EXPRESS CO,NYSE,"['0000004962-21-000013', '0000004962-20-000030', '0000004962-19-000018', '0000004962-18-000032', '0001193125-17-047588', '0001193125-16-469798', '0001193125-15-059931', '0001193125-14-066777', '0001193125-13-070554', '0000950123-11-019072', '0001193125-10-041232', '0001193125-09-041008', '0001193125-08-042043', '0000950123-07-003020', '0001193125-06-046095', '0000950123-05-002932', '0000950117-04-000966', '0000004962-03-000042', '0000004962-01-500025']","['0000004962-21-000060', '0000004962-21-000042', '0000004962-21-000028', '0000004962-20-000098', '0000004962-20-000079', '0000004962-20-000054', '0000004962-19-000086', '0000004962-19-000051', '0000004962-19-000031', '0000004962-18-000121', '0000004962-18-000095', '0000004962-18-000060', '0000004962-17-000105', '0000004962-17-000071', '0000004962-17-000040', '0001193125-16-746492', '0001193125-16-657869', '0001193125-16-558855', '0001193125-15-356064', '0001193125-15-267714', '0001193125-15-155393', '0001193125-14-384990', '0001193125-14-286961', '0001193125-14-167067', '0001193125-13-415898', '0001193125-13-307673', '0001193125-13-180601', '0001193125-12-443821', '0001193125-12-332179', '0001193125-12-200270', '0000950123-11-094420', '0000950123-11-072260', '0000950123-11-044479', '0000950123-10-100214', '0000950123-10-072749', '0001193125-10-109084', '0001193125-09-218953', '0001193125-09-162246', '0001104659-09-028486', '0001104659-08-067075', '0001104659-08-048974', '0001104659-08-029464', '0001104659-07-081852', '0001104659-07-059503', '0001104659-07-037625', '0001047469-06-013844', '0001047469-06-010452', '0001047469-06-006595', '0000004962-05-000214', '0000004962-05-000180', '0000004962-05-000131', '0000004962-04-000203', '0000004962-04-000162', '0000004962-04-000131', '0000004962-03-000215', '0000004962-03-000155', '0000004962-03-000093', '0000004962-02-000057', '0000004962-02-000040', '0000004962-02-000029', '0000004962-01-500063', '0000004962-01-500055', '0000004962-01-500034', '0000004962-00-500022', '0000004962-00-500007']",19,65,84,Financials,Consumer Finance,6/30/1976,1850
C,831001,CITIGROUP INC,NYSE,"['0001193125-21-203322', '0001193125-21-203344', '0001193125-21-203337', '0001213900-21-021575', '0000929638-21-000533', '0000929638-21-000530', '0001554795-21-000095', '0001104659-21-042029', '0001104659-21-042340', '0001104659-21-042015', '0001104659-21-042318', '0001104659-21-042364', '0000929638-21-000496', '0000929638-21-000488', '0000929638-21-000492', '0000929638-21-000484', '0001793014-21-000015', '0001830316-21-000015', '0001721372-21-000015', '0001104659-21-037038', '0001558370-21-002321', '0000831001-21-000042', '0001564590-21-008862', '0001043277-21-000009', '0001477932-20-004833', '0001193125-20-182231', '0001193125-20-182214', '0001193125-20-182254', '0001193125-20-182211', '0000929638-20-000468']","['0000831001-21-000167', '0001554795-21-000379', '0000950170-21-003236', '0000913341-21-000042', '0001043277-21-000030', '0001213900-21-043054', '0001554795-21-000280', '0001564590-21-040815', '0000831001-21-000126', '0000913341-21-000032', '0001043277-21-000024', '0001554795-21-000179', '0001213900-21-026504', '0000831001-21-000066', '0001564590-21-024110', '0000913341-21-000021', '0001043277-21-000016', '0001166126-20-000092', '0001213900-20-037394', '0001554795-20-000271', '0000831001-20-000110', '0001564590-20-050447', '0000913341-20-000063', '0001043277-20-000042', '0001554795-20-000242', '0001166126-20-000086', '0001554795-20-000230', '0001213900-20-022269', '0001564590-20-036562', '0001558370-20-009394', '0001043277-20-000036', '0001166126-20-000068', '0001477932-20-003547', '0001477932-20-003550', '0001477932-20-003516', '0001213900-20-012634', '0000913341-20-000033', '0001564590-20-022479', '0000831001-20-000044', '0001043277-20-000027', '0001166126-19-000063', '0001213900-19-023438', '0001564590-19-041744', '0000913341-19-000042', '0001043277-19-000047', '0000831001-19-000105', '0001166126-19-000054', '0001213900-19-015378', '0001043277-19-000033', '0001564590-19-029931', '0001615817-19-000058', '0000913341-19-000029', '0000831001-19-000073', '0001166126-19-000030', '0001213900-19-008239', '0000913341-19-000020', '0001564590-19-017244', '0001043277-19-000019', '0001615817-19-000037', '0000831001-19-000033', '0001166126-18-000076', '0001213900-18-015811', '0001043277-18-000038', '0000913341-18-000055', '0001477932-18-005282', '0001564590-18-027975', '0001615817-18-000014', '0001173911-18-000016', '0000831001-18-000131', '0001166126-18-000057', '0001079974-18-000456', '0001564590-18-021049', '0001477932-18-003897', '0001628280-18-010738', '0001043277-18-000031', '0000913341-18-000045', '0001173911-18-000012', '0000831001-18-000091', '0001166126-18-000034', '0001173911-18-000007', '0001564590-18-012803', '0000913341-18-000029', '0001043277-18-000016', '0001628280-18-006212', '0001477932-18-002196', '0000831001-18-000046', '0001166126-17-000066', '0001564590-17-024058', '0001477932-17-005435', '0001628280-17-011307', '0001043277-17-000025', '0000913341-17-000042', '0001173911-17-000005', '0001564590-17-021135', '0000831001-17-000139', '0001193125-17-320398', '0001166126-17-000056', '0001564590-17-017679', '0001477932-17-003791', '0001628280-17-008410']",30,100,130,Financials,Diversified Banks,5/31/1988,1998
AMAT,6951,APPLIED MATERIALS INC /DE,Nasdaq,"['0000006951-20-000048', '0000006951-19-000046', '0000006951-18-000041', '0000006951-17-000038', '0000006951-16-000068', '0000006951-15-000034', '0000006951-14-000037', '0000006951-13-000044', '0000006951-12-000018', '0001193125-11-332050', '0000950123-10-112754', '0000950123-09-070205', '0000950134-08-022104', '0000891618-07-000682', '0000891618-06-000507', '0000950134-05-023162', '0000950134-04-019339', '0000891618-04-000093', '0000006951-03-000003', '0000006951-02-000002']","['0000006951-21-000034', '0000006951-21-000023', '0000006951-21-000013', '0000006951-20-000037', '0000006951-20-000028', '0000006951-20-000014', '0000006951-19-000029', '0000006951-19-000019', '0000006951-19-000008', '0000006951-18-000029', '0000006951-18-000017', '0000006951-18-000008', '0000006951-17-000026', '0000006951-17-000015', '0000006951-17-000007', '0000006951-16-000059', '0000006951-16-000048', '0000006951-16-000041', '0000006951-15-000026', '0000006951-15-000014', '0000006951-15-000008', '0000006951-14-000028', '0000006951-14-000016', '0000006951-14-000007', '0000006951-13-000034', '0000006951-13-000017', '0000006951-13-000008', '0000006951-12-000011', '0001445305-12-001872', '0001193125-12-081804', '0000950123-11-080527', '0000950123-11-055462', '0000950123-11-019761', '0000950123-10-083841', '0000950123-10-056967', '0000950123-10-022556', '0000950123-09-040145', '0000950123-09-011037', '0000950134-09-004336', '0000891618-08-000427', '0000950134-08-010730', '0000950134-08-003946', '0000950134-07-019326', '0000950134-07-012598', '0000950134-07-004387', '0000950134-06-017127', '0000950134-06-010753', '0000950134-06-003937', '0000891618-05-000656', '0000891618-05-000392', '0000950134-05-003994', '0000950134-04-013030', '0000950134-04-008662', '0000950134-04-003396', '0000891618-03-004714', '0000891618-03-002900', '0000006951-03-000006', '0000006951-02-000013', '0000006951-02-000010', '0000006951-02-000004', '0000006951-01-500008', '0000006951-01-500005', '0001136261-01-500004', '0000006951-00-500005']",20,64,84,Information Technology,Semiconductor Equipment,3/16/1995,1967
GS,886982,GOLDMAN SACHS GROUP INC,NYSE,"['0001193125-21-102511', '0001056404-21-003319', '0000894189-21-001837', '0001564590-21-015706', '0000894189-21-001752', '0001056404-21-003087', '0000894189-21-001741', '0001387131-21-003776', '0001056404-21-003045', '0001056404-21-003026', '0001387131-21-003726', '0001056404-21-003024', '0001056404-21-003028', '0001387131-21-003768', '0001056404-21-002943', '0001056404-21-002941', '0001056404-21-002959', '0001056404-21-002939', '0001056404-21-002865', '0001056404-21-002897', '0001056404-21-002893', '0001056404-21-002882', '0001056404-21-002899', '0001056404-21-002894', '0001056404-21-002866', '0001056404-21-002889', '0001056404-21-002888', '0001056404-21-002886', '0001056404-21-002878', '0001056404-21-002573']","['0001574291-21-000021', '0001193125-21-313689', '0001193125-21-246342', '0001574291-21-000017', '0001193125-21-235309', '0001193125-21-162876', '0001193125-21-148444', '0001574291-21-000012', '0001193125-20-292595', '0001574291-20-000026', '0001193125-20-282987', '0001193125-20-219863', '0001193125-20-212201', '0001574291-20-000020', '0001574291-20-000013', '0001193125-20-129324', '0001193125-19-284707', '0001574291-19-000026', '0001193125-19-280752', '0001193125-19-214077', '0001193125-19-212578', '0001574291-19-000020', '0001193125-19-141423', '0001193125-19-137184', '0001574291-19-000014', '0001193125-18-319562', '0001574291-18-000030', '0001193125-18-317325', '0001193125-18-241168', '0001574291-18-000021', '0001193125-18-236920', '0001193125-18-151188', '0001574291-18-000014', '0001574291-17-000015', '0001193125-17-331475', '0001574291-17-000010', '0001193125-17-247803', '0001628280-17-004943', '0001193125-17-156659', '0001193125-16-757421', '0001574291-16-000043', '0001574291-16-000037', '0001193125-16-670394', '0001574291-16-000032', '0001193125-16-580382', '0001574291-15-000021', '0001193125-15-362853', '0001574291-15-000015', '0001193125-15-273233', '0001574291-15-000011', '0001193125-15-169551', '0001574291-14-000022', '0001193125-14-396758', '0001096906-14-001433', '0001096906-14-001405', '0001096906-14-001384', '0001574291-14-000018', '0001193125-14-298671', '0001193125-14-190498', '0001574291-14-000011', '0001096906-13-001877', '0001574291-13-000007', '0001096906-13-001419', '0001193125-13-324664', '0001574291-13-000004', '0001477932-13-003456', '0001096906-13-000817', '0001193125-13-208066', '0001477932-13-000353', '0001096906-12-002922', '0001193125-12-458820', '0001096906-12-002125', '0001193125-12-344636', '0001193125-12-222707', '0001269127-12-000021', '0001269127-11-000073', '0000950123-11-096618', '0001269127-11-000056', '0001269127-11-000042', '0001065407-11-000289', '0000950123-11-047633', '0001269127-10-000145', '0001065407-10-000485', '0001269127-10-000121', '0001065407-10-000355', '0000950123-10-074469', '0001269127-10-000072', '0001065407-10-000265', '0000950123-10-046612', '0001269127-09-000140', '0001065407-09-000588', '0000950123-09-057080', '0001269127-09-000099', '0001065407-09-000459', '0000950123-09-029919', '0001269127-09-000032', '0001065407-09-000319', '0000950123-09-008055', '0001065407-08-000677', '0001269127-08-000159']",30,100,130,Financials,Investment Banking & Brokerage,7/22/2002,1869
NOW,1373715,"ServiceNow, Inc.",NYSE,"['0001564590-21-006229', '0001373715-21-000061', '0001010549-20-000118', '0001373715-20-000072', '0001564590-20-005159', '0001010549-19-000059', '0001373715-19-000070', '0001564590-19-002939', '0001010549-18-000100', '0001373715-18-000058', '0001564590-18-002021', '0001373715-17-000026', '0001564590-17-001602', '0001373715-16-000324', '0001564590-16-013054', '0001373715-15-000067', '0001193125-15-062723', '0001144204-14-067311', '0001127855-14-000115', '0001373715-14-000044', '0001262463-13-000171', '0001213900-12-001847', '0001525878-11-000103', '0001493152-11-000103', '0000950123-11-032417', '0001213900-10-001483', '0000950123-10-030762', '0001144204-09-052695', '0001213900-09-000640', '0000950134-09-006120']","['0000950170-21-002745', '0001373715-21-000292', '0001564590-21-040545', '0001373715-21-000202', '0001564590-21-023715', '0001373715-21-000114', '0001010549-21-000069', '0001564590-20-050250', '0001373715-20-000257', '0001010549-20-000185', '0001564590-20-036570', '0001373715-20-000191', '0001010549-20-000145', '0001564590-20-021642', '0001373715-20-000101', '0001010549-19-000254', '0001564590-19-040762', '0001373715-19-000267', '0001010549-19-000203', '0001373715-19-000208', '0001564590-19-028200', '0001010549-19-000117', '0001373715-19-000116', '0001564590-19-015084', '0001010549-18-000417', '0001373715-18-000195', '0001564590-18-026057', '0001010549-18-000313', '0001373715-18-000157', '0001564590-18-018752', '0001010549-18-000162', '0001373715-18-000087', '0001564590-18-010156', '0001010549-17-000440', '0001373715-17-000164', '0001564590-17-020668', '0001373715-17-000125', '0001564590-17-014787', '0001373715-17-000050', '0001564590-17-008247', '0001373715-16-000426', '0001564590-16-026862', '0001373715-16-000394', '0001564590-16-022201', '0001373715-16-000364', '0001564590-16-017559', '0001373715-15-000260', '0001564590-15-009140', '0001373715-15-000199', '0001564590-15-006153', '0001373715-15-000122', '0001564590-15-003508', '0001193125-14-403608', '0001373715-14-000207', '0001127855-14-000413', '0001193125-14-302037', '0001373715-14-000151', '0001127855-14-000263', '0001193125-14-199228', '0001373715-14-000084', '0001127855-14-000117', '0001373715-13-000101', '0001373715-13-000061', '0001373715-13-000013', '0001493152-12-001642', '0001193125-12-443921', '0001213900-12-004433', '0001193125-12-349586', '0001493152-12-000495', '0001525878-11-000338', '0001525878-11-000200', '0001213900-11-004643', '0001206774-11-001866', '0001493152-11-000179', '0000950123-11-049530', '0001432093-11-000208', '0001214782-11-000063', '0001493152-10-000104', '0000950123-10-105546', '0000950123-10-077865', '0001213900-10-003197', '0001144204-10-029873', '0001213900-10-002178', '0000950123-10-049648', '0001144204-10-009219', '0001144204-09-061400', '0000950123-09-062570', '0001213900-09-003228', '0001213900-09-002063', '0000950123-09-033338', '0001144204-09-028507', '0001213900-09-001185', '0000950134-09-010819', '0001144204-09-008697', '0001144204-08-064522', '0000950134-08-020419', '0001213900-08-002151', '0000950134-08-015200', '0001213900-08-001410', '0001213900-08-000942']",30,100,130,Information Technology,Systems Software,11/21/2019,2003
